property_id,property_name,developer,city,district,community,country,property_type,sub_type,ownership_type,status,completion_status,launch_year,handover_year,source_url,last_verified,confidence_score
5cb8dd4b_0ad1_e811_a2b8_00155d119707,Bloomington School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
64b8dd4b_0ad1_e811_a2b8_00155d119707,British International School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=British%20International%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
54b8dd4b_0ad1_e811_a2b8_00155d119707,Building materials Factory,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Building%20materials%20Factory&pageNumber=1&pageSize=100,2026-06-24,0.60
30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.80
16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,Aqaar,Ajman,Ajman Corniche,Ajman Corniche,United Arab Emirates,commercial,Commercial,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100,2026-06-24,0.80
301c3301_382a_eb11_a2c5_00155d119619,Crown Private,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100,2026-06-24,0.60
aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,2026-06-24,0.80
38b8dd4b_0ad1_e811_a2b8_00155d119707,Crystal 1,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,2026-06-24,0.80
eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,Aqaar / Ajman Properties Corporation,Ajman,Al Nakheel - Ajman Corniche,Ajman Corniche,United Arab Emirates,residential,Branded beachfront residences,unknown,active,"Ajman first branded beachfront residence; 328 branded apartments with 1, 2, 3, and 4-bedroom residences",unknown,unknown,assets/Dusit-Thani-Brochure.pdf#page=2,2026-06-24,0.98
14b8dd4b_0ad1_e811_a2b8_00155d119707,Falcon Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,2026-06-24,0.80
36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Villa,unknown,active,Villa for rent,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
bd3ddba0_76fe_eb11_a2c8_00155d119619,Galleria Mall,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100,2026-06-24,0.60
7d307ab5_a6a9_ea11_a2c3_00155d119619,Garden City,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,2026-06-24,0.80
e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Leasing,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,2026-06-24,0.86
92b8dd4b_0ad1_e811_a2b8_00155d119707,Gulfa Warehouses,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Warehouse,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100,2026-06-24,0.60
58b8dd4b_0ad1_e811_a2b8_00155d119707,Habitat School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Habitat%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f4b7dd4b_0ad1_e811_a2b8_00155d119707,Horizon Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
b984f548_ab76_f011_a2e0_00155d119f38,Horizon University,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20University&pageNumber=1&pageSize=100,2026-06-24,0.60
50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,Aqaar,Ajman,Masfout,Masfout,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,2026-06-24,0.80
5ab8dd4b_0ad1_e811_a2b8_00155d119707,Indian International School 1,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Indian%20International%20School%201&pageNumber=1&pageSize=100,2026-06-24,0.60
8ab8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -1,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-1&pageNumber=1&pageSize=100,2026-06-24,0.60
8eb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -20,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-20&pageNumber=1&pageSize=100,2026-06-24,0.60
8cb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -3,Aqaar,Ajman,Industrial area - 3,Industrial area - 3,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-3&pageNumber=1&pageSize=100,2026-06-24,0.60
8dc5f8f8_ebb3_ec11_a2bf_00155d119927,industrial area 2,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=industrial%20area%202&pageNumber=1&pageSize=100,2026-06-24,0.60
8daed8f6_bd22_e911_a2b8_00155d119707,Labor Accommodation,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Labor%20Accommodation&pageNumber=1&pageSize=100,2026-06-24,0.60
30485a5c_911e_ec11_a2c8_00155d119619,Lake Tower C4,Aqaar,Ajman,unknown,unknown,United Arab Emirates,residential,Residential,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lake%20Tower%20C4&pageNumber=1&pageSize=100,2026-06-24,0.60
9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,Aqaar,Ajman,Liwara 1,Liwara 1,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,2026-06-24,0.80
4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,2026-06-24,0.80
4eb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Shops,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
7ab8dd4b_0ad1_e811_a2b8_00155d119707,Manama Wedding Hall (Ajman Society),Aqaar,Ajman,Ajman,Ajman,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Wedding%20Hall%20(Ajman%20Society)&pageNumber=1&pageSize=100,2026-06-24,0.60
84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfoot Buildings,Aqaar,Ajman,Masfout,Masfout,United Arab Emirates,commercial,Retail,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,2026-06-24,0.80
a736c16e_313f_e911_a2b9_00155d119910,Masfoot Plaza,Aqaar,Ajman,Masfout,Masfout,United Arab Emirates,commercial,Retail,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Plaza&pageNumber=1&pageSize=100,2026-06-24,0.76
ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,Aqaar / Ajman Properties Corporation,Ajman,Ajman Corniche,Ajman Corniche,United Arab Emirates,residential,Waterfront apartments,unknown,active,Mawjan Residence stands along Ajman Corniche with sea views and waterfront lifestyle positioning,unknown,unknown,assets/Mawjan-Brochure.pdf#page=8,2026-06-24,0.96
fcb24d18_ff7d_ee11_a2bf_00155d119f33,Metropolitan International Indian Private School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Metropolitan%20International%20Indian%20Private%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
dd64d3c4_e079_ed11_a2ba_00155d119841,Mortuary in Ajman Cemetery,Aqaar,Ajman,Ajman,Ajman,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Mortuary%20in%20Ajman%20Cemetery&pageNumber=1&pageSize=100,2026-06-24,0.60
52b8dd4b_0ad1_e811_a2b8_00155d119707,Musheirif Shops,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musheirif%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,Aqaar,Ajman,Musherif,Musherif,United Arab Emirates,commercial,Villa,unknown,active,Villa for rent,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
f8b7dd4b_0ad1_e811_a2b8_00155d119707,New Gold Market,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,Aqaar,Ajman,Musherif,Musherif,United Arab Emirates,commercial,Villa,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.72
bb57baca_fa02_ef11_a2c0_00155d119841,North Gate British School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=North%20Gate%20British%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f0b7dd4b_0ad1_e811_a2b8_00155d119707,Nuaiemiyah Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
ea381dec_0c0f_ed11_a2bb_00155d119f33,Nuaimeya 3,Aqaar,Ajman,Nuaimeya 3,Nuaimeya 3,United Arab Emirates,commercial,Retail,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaimeya%203&pageNumber=1&pageSize=100,2026-06-24,0.68
70b8dd4b_0ad1_e811_a2b8_00155d119707,Old Civil Defense (Middle East ),Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Civil%20Defense%20(Middle%20East%20)&pageNumber=1&pageSize=100,2026-06-24,0.60
fab7dd4b_0ad1_e811_a2b8_00155d119707,Old Gold Market,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Commercial,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
0cb8dd4b_0ad1_e811_a2b8_00155d119707,Old Quds,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,2026-06-24,0.80
bd8bd1e6_0420_e911_a2b8_00155d119707,Orient Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
6cb8dd4b_0ad1_e811_a2b8_00155d119707,Preston shops,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,2026-06-24,0.64
1be2d3a1_dee9_ef11_a2ce_00155d119747,Rashidia 2,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100,2026-06-24,0.60
f2b7dd4b_0ad1_e811_a2b8_00155d119707,Rashidia Towers,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,sold_out,100% Sold out,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.80
5eb8dd4b_0ad1_e811_a2b8_00155d119707,Royal Academic School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Academic%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
ceba2b44_2322_e911_a2b8_00155d119707,Royal Palaces,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Palaces&pageNumber=1&pageSize=100,2026-06-24,0.60
d6e426c5_e7c4_ee11_a2bf_00155d119841,Settlement Project,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100,2026-06-24,0.60
4ab8dd4b_0ad1_e811_a2b8_00155d119707,Traditional Houses - Al Manama,Aqaar,Ajman,unknown,unknown,United Arab Emirates,commercial,Retail,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,2026-06-24,0.80
2a3a3b61_bd9f_ee11_a2bf_00155d119841,UM Khalaad School For Basic Education C-1,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=UM%20Khalaad%20School%20For%20Basic%20Education%20C-1&pageNumber=1&pageSize=100,2026-06-24,0.60
cab8dd4b_0ad1_e811_a2b8_00155d119707,Waqf Thamer Saied Salman (University),Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,2026-06-24,0.64
5a6d07a8_f7e1_ea11_a2c4_00155d119619,Water Treatment Plant,Aqaar,Ajman,unknown,unknown,United Arab Emirates,unknown,unknown,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Water%20Treatment%20Plant&pageNumber=1&pageSize=100,2026-06-24,0.60
62b8dd4b_0ad1_e811_a2b8_00155d119707,Wood Lem Park School,Aqaar,Ajman,unknown,unknown,United Arab Emirates,education,Education,unknown,active,unknown,unknown,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Wood%20Lem%20Park%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
